produto,produto_nome,ocorrencias,rotulo
"628387 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO MISTO - ALGODÃO E SINTÉTICO, LARGURA: CERCA DE 10 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: NÃO ESTÉRIL","628387 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO MISTO - ALGODÃO E SINTÉTICO, LARGURA: CERCA DE 10 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: NÃO ESTÉRIL",5,"628387 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#1 [P13387]"
"628389 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO MISTO - ALGODÃO E SINTÉTICO, LARGURA: CERCA DE 15 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: NÃO ESTÉRIL","628389 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO MISTO - ALGODÃO E SINTÉTICO, LARGURA: CERCA DE 15 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: NÃO ESTÉRIL",1,"628389 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#1 [P13388]"
"628390 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO MISTO - ALGODÃO E SINTÉTICO, LARGURA: CERCA DE 20 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: NÃO ESTÉRIL","628390 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO MISTO - ALGODÃO E SINTÉTICO, LARGURA: CERCA DE 20 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: NÃO ESTÉRIL",4,"628390 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#1 [P13389]"
"628391 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO MISTO - ALGODÃO E SINTÉTICO, LARGURA: CERCA DE 25 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: NÃO ESTÉRIL","628391 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO MISTO - ALGODÃO E SINTÉTICO, LARGURA: CERCA DE 25 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: NÃO ESTÉRIL",1,"628391 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#1 [P13390]"
"628392 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO MISTO - ALGODÃO E SINTÉTICO, LARGURA: CERCA DE 30 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: NÃO ESTÉRIL","628392 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO MISTO - ALGODÃO E SINTÉTICO, LARGURA: CERCA DE 30 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: NÃO ESTÉRIL",2,"628392 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#1 [P13391]"
"628394 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO 100% ALGODÃO, LARGURA: CERCA DE 6 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: ESTÉRIL","628394 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO 100% ALGODÃO, LARGURA: CERCA DE 6 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: ESTÉRIL",1,"628394 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#1 [P13392]"
"628395 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO 100% ALGODÃO, LARGURA: CERCA DE 8 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: ESTÉRIL","628395 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO 100% ALGODÃO, LARGURA: CERCA DE 8 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: ESTÉRIL",2,"628395 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#1 [P13393]"
"628396 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO 100% ALGODÃO, LARGURA: CERCA DE 10 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: ESTÉRIL","628396 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO 100% ALGODÃO, LARGURA: CERCA DE 10 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: ESTÉRIL",7,"628396 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#1 [P13394]"
"628397 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO 100% ALGODÃO, LARGURA: CERCA DE 12 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: ESTÉRIL","628397 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO 100% ALGODÃO, LARGURA: CERCA DE 12 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: ESTÉRIL",1,"628397 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#1 [P13395]"
"628398 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO 100% ALGODÃO, LARGURA: CERCA DE 15 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: ESTÉRIL","628398 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO 100% ALGODÃO, LARGURA: CERCA DE 15 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: ESTÉRIL",6,"628398 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#1 [P13396]"
"628399 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO 100% ALGODÃO, LARGURA: CERCA DE 20 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: ESTÉRIL","628399 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO 100% ALGODÃO, LARGURA: CERCA DE 20 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: ESTÉRIL",7,"628399 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#1 [P13397]"
"628401 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO 100% ALGODÃO, LARGURA: CERCA DE 30 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: ESTÉRIL","628401 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#178;, MATERIAL: FAIXA DE TECIDO 100% ALGODÃO, LARGURA: CERCA DE 30 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: ESTÉRIL",3,"628401 | ATADURA CREPOM, TIPO: CERCA DE 13 FIOS / CM&#1 [P13398]"
"628421 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 10 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 3,0 M, ESTERILIDADE: NÃO ESTÉRIL","628421 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 10 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 3,0 M, ESTERILIDADE: NÃO ESTÉRIL",1,"628421 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA D [P13399]"
"628424 | ATADURA ORTOPÉDICA: MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO; LARGURA: CERCA DE 20 CM; COMPRIMENTO EM REPOUSO: ROLO CERCA DE 3,0 M; ESTERILIDADE: NÃO ESTÉRIL.","628424 | ATADURA ORTOPÉDICA: MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO; LARGURA: CERCA DE 20 CM; COMPRIMENTO EM REPOUSO: ROLO CERCA DE 3,0 M; ESTERILIDADE: NÃO ESTÉRIL.",1,628424 | ATADURA ORTOPÉDICA: MATERIAL: MANTA CONTÍNUA D [P13400]
"628425 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 6 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 3,0 M, ESTERILIDADE: ESTÉRIL","628425 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 6 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 3,0 M, ESTERILIDADE: ESTÉRIL",1,"628425 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA D [P13401]"
"628430 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 20 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 3,0 M, ESTERILIDADE: ESTÉRIL","628430 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 20 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 3,0 M, ESTERILIDADE: ESTÉRIL",1,"628430 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA D [P13402]"
"628437 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 6 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: NÃO ESTÉRIL","628437 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 6 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: NÃO ESTÉRIL",1,"628437 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA D [P13403]"
"628439 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 10 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: NÃO ESTÉRIL","628439 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 10 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: NÃO ESTÉRIL",1,"628439 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA D [P13404]"
"628441 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 15 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: NÃO ESTÉRIL","628441 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 15 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M, ESTERILIDADE: NÃO ESTÉRIL",3,"628441 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA D [P13405]"
"628442 | ATADURA ORTOPÉDICA: MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO; LARGURA: CERCA DE 20 CM; COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M; ESTERILIDADE: NÃO ESTÉRIL.","628442 | ATADURA ORTOPÉDICA: MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO; LARGURA: CERCA DE 20 CM; COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,8 M; ESTERILIDADE: NÃO ESTÉRIL.",1,628442 | ATADURA ORTOPÉDICA: MATERIAL: MANTA CONTÍNUA D [P13406]
"628453 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 15 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,5 M, ESTERILIDADE: NÃO ESTÉRIL","628453 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 15 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,5 M, ESTERILIDADE: NÃO ESTÉRIL",1,"628453 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA D [P13407]"
"628463 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 10 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,0 M, ESTERILIDADE: NÃO ESTÉRIL","628463 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 10 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,0 M, ESTERILIDADE: NÃO ESTÉRIL",2,"628463 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA D [P13408]"
"628465 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 15 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,0 M, ESTERILIDADE: NÃO ESTÉRIL","628465 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO, LARGURA: CERCA DE 15 CM, COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,0 M, ESTERILIDADE: NÃO ESTÉRIL",1,"628465 | ATADURA ORTOPÉDICA, MATERIAL: MANTA CONTÍNUA D [P13409]"
"628466 | ATADURA ORTOPÉDICA: MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO; LARGURA: CERCA DE 20 CM; COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,0 M; ESTERILIDADE: NÃO ESTÉRIL.","628466 | ATADURA ORTOPÉDICA: MATERIAL: MANTA CONTÍNUA DE FIBRAS DE ALGODÃO; LARGURA: CERCA DE 20 CM; COMPRIMENTO EM REPOUSO: ROLO CERCA DE 1,0 M; ESTERILIDADE: NÃO ESTÉRIL.",2,628466 | ATADURA ORTOPÉDICA: MATERIAL: MANTA CONTÍNUA D [P13410]
628473 | ALGODÃO USO EM SAÚDE - TIPO: HIDRÓFILO - MATERIAL: FIBRAS DE ALGODÃO PURIFICADO - APRESENTAÇÃO: ROLO - ESTERILIDADE: NÃO ESTÉRIL.,628473 | ALGODÃO USO EM SAÚDE - TIPO: HIDRÓFILO - MATERIAL: FIBRAS DE ALGODÃO PURIFICADO - APRESENTAÇÃO: ROLO - ESTERILIDADE: NÃO ESTÉRIL.,16,628473 | ALGODÃO USO EM SAÚDE - TIPO: HIDRÓFILO - MATER [P13411]
"628474 | ALGODÃO USO EM SAÚDE, TIPO: HIDRÓFILO, MATERIAL: FIBRAS DE ALGODÃO PURIFICADO, APRESENTAÇÃO: MANTA SANFONADA, ESTERILIDADE: NÃO ESTÉRIL","628474 | ALGODÃO USO EM SAÚDE, TIPO: HIDRÓFILO, MATERIAL: FIBRAS DE ALGODÃO PURIFICADO, APRESENTAÇÃO: MANTA SANFONADA, ESTERILIDADE: NÃO ESTÉRIL",3,"628474 | ALGODÃO USO EM SAÚDE, TIPO: HIDRÓFILO, MATERIA [P13412]"
"628475 | ALGODÃO USO EM SAÚDE, TIPO: HIDRÓFILO, MATERIAL: FIBRAS DE ALGODÃO PURIFICADO, APRESENTAÇÃO: BOLA, ESTERILIDADE: NÃO ESTÉRIL","628475 | ALGODÃO USO EM SAÚDE, TIPO: HIDRÓFILO, MATERIAL: FIBRAS DE ALGODÃO PURIFICADO, APRESENTAÇÃO: BOLA, ESTERILIDADE: NÃO ESTÉRIL",2,"628475 | ALGODÃO USO EM SAÚDE, TIPO: HIDRÓFILO, MATERIA [P13413]"
628476 | &#160;ALGODÃO USO EM SAÚDE - TIPO: HIDRÓFILO - MATERIAL: FIBRAS DE ALGODÃO PURIFICADO - APRESENTAÇÃO: UNIDADE PRENSADA - DIVERSOS FORMATOS - ESTERILIDADE: NÃO ESTÉRIL.,628476 | &#160;ALGODÃO USO EM SAÚDE - TIPO: HIDRÓFILO - MATERIAL: FIBRAS DE ALGODÃO PURIFICADO - APRESENTAÇÃO: UNIDADE PRENSADA - DIVERSOS FORMATOS - ESTERILIDADE: NÃO ESTÉRIL.,4,628476 | &#160;ALGODÃO USO EM SAÚDE - TIPO: HIDRÓFILO - [P13414]
"628477 | ALGODÃO USO EM SAÚDE, TIPO: HIDRÓFILO, MATERIAL: FIBRAS DE ALGODÃO PURIFICADO, APRESENTAÇÃO: ROLETE DENTAL, ESTERILIDADE: NÃO ESTÉRIL","628477 | ALGODÃO USO EM SAÚDE, TIPO: HIDRÓFILO, MATERIAL: FIBRAS DE ALGODÃO PURIFICADO, APRESENTAÇÃO: ROLETE DENTAL, ESTERILIDADE: NÃO ESTÉRIL",14,"628477 | ALGODÃO USO EM SAÚDE, TIPO: HIDRÓFILO, MATERIA [P13415]"
"628519 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO DE FIBRAS 100% ALGODÃO, LARGURA: CERCA DE 4 CM, ESTERILIDADE: NÃO ESTÉRIL","628519 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO DE FIBRAS 100% ALGODÃO, LARGURA: CERCA DE 4 CM, ESTERILIDADE: NÃO ESTÉRIL",1,"628519 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO [P13416]"
"628520 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO DE FIBRAS 100% ALGODÃO, LARGURA: CERCA DE 6 CM, ESTERILIDADE: NÃO ESTÉRIL","628520 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO DE FIBRAS 100% ALGODÃO, LARGURA: CERCA DE 6 CM, ESTERILIDADE: NÃO ESTÉRIL",5,"628520 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO [P13417]"
"628521 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO DE FIBRAS 100% ALGODÃO, LARGURA: CERCA DE 8 CM, ESTERILIDADE: NÃO ESTÉRIL","628521 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO DE FIBRAS 100% ALGODÃO, LARGURA: CERCA DE 8 CM, ESTERILIDADE: NÃO ESTÉRIL",1,"628521 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO [P13418]"
"628522 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO DE FIBRAS 100% ALGODÃO, LARGURA: CERCA DE 10 CM, ESTERILIDADE: NÃO ESTÉRIL","628522 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO DE FIBRAS 100% ALGODÃO, LARGURA: CERCA DE 10 CM, ESTERILIDADE: NÃO ESTÉRIL",6,"628522 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO [P13419]"
"628524 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO DE FIBRAS 100% ALGODÃO, LARGURA: CERCA DE 15 CM, ESTERILIDADE: NÃO ESTÉRIL","628524 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO DE FIBRAS 100% ALGODÃO, LARGURA: CERCA DE 15 CM, ESTERILIDADE: NÃO ESTÉRIL",2,"628524 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO [P13420]"
"628525 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO DE FIBRAS 100% ALGODÃO, LARGURA: CERCA DE 20 CM, ESTERILIDADE: NÃO ESTÉRIL","628525 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO DE FIBRAS 100% ALGODÃO, LARGURA: CERCA DE 20 CM, ESTERILIDADE: NÃO ESTÉRIL",2,"628525 | MALHA TUBULAR - USO EM SAÚDE, MATERIAL: TECIDO [P13421]"
"628742 | DISPOSITIVO P/ MEDIDAS ANTROPOMÉTRICAS, TIPO*: TIPO BALANÇA, MODELO: ELÉTRICA, MATERIAL*: AÇO C/ PINTURA ELETROSTÁTICA, COMPONENTE I: C/ VISOR DIGITAL, COMPONENTE II: TAPETE DE BORRACHA, COMPONENTE III: PÉS REGULÁVEIS, CAPACIDADE MÁXIMA CARGA: ATÉ 200 KG","628742 | DISPOSITIVO P/ MEDIDAS ANTROPOMÉTRICAS, TIPO*: TIPO BALANÇA, MODELO: ELÉTRICA, MATERIAL*: AÇO C/ PINTURA ELETROSTÁTICA, COMPONENTE I: C/ VISOR DIGITAL, COMPONENTE II: TAPETE DE BORRACHA, COMPONENTE III: PÉS REGULÁVEIS, CAPACIDADE MÁXIMA CARGA: ATÉ 200 KG",1,"628742 | DISPOSITIVO P/ MEDIDAS ANTROPOMÉTRICAS, TIPO*: [P13422]"
"628745 | OTOSCÓPIO, TIPO: CLÍNICO, MODELO: PORTÁTIL, CARACTERÍSTICAS ADICIONAIS: LED, VISOR LCD, FUNÇÕES BÁSICAS: AJUSTÁVEL, ALCANCE FOCO DE 8 A 35 MM, TIPO PROTEÇÃO: ESTOJO PRÓPRIO, ALIMENTAÇÃO: BATERIA RECARREGÁVEL, INTERFACE: USB, TRANSMISSÃO S/ FIO","628745 | OTOSCÓPIO, TIPO: CLÍNICO, MODELO: PORTÁTIL, CARACTERÍSTICAS ADICIONAIS: LED, VISOR LCD, FUNÇÕES BÁSICAS: AJUSTÁVEL, ALCANCE FOCO DE 8 A 35 MM, TIPO PROTEÇÃO: ESTOJO PRÓPRIO, ALIMENTAÇÃO: BATERIA RECARREGÁVEL, INTERFACE: USB, TRANSMISSÃO S/ FIO",2,"628745 | OTOSCÓPIO, TIPO: CLÍNICO, MODELO: PORTÁTIL, CA [P13423]"
"628802 | ALGODÃO USO EM SAÚDE, TIPO: HIDRÓFOBO - IMPERMEÁVEL, MATERIAL: FIBRAS DE ALGODÃO CRÚ, APRESENTAÇÃO: CHUMAÇO, ESTERILIDADE: NÃO ESTÉRIL","628802 | ALGODÃO USO EM SAÚDE, TIPO: HIDRÓFOBO - IMPERMEÁVEL, MATERIAL: FIBRAS DE ALGODÃO CRÚ, APRESENTAÇÃO: CHUMAÇO, ESTERILIDADE: NÃO ESTÉRIL",2,"628802 | ALGODÃO USO EM SAÚDE, TIPO: HIDRÓFOBO - IMPERM [P13424]"
"628988 | IMOBILIZADOR (ÓRTESE), TIPO: P/ ASSIMETRIA CRÂNIO, TAMANHO: SOB MEDIDA, MODELO: TIPO CAPACETINHO","628988 | IMOBILIZADOR (ÓRTESE), TIPO: P/ ASSIMETRIA CRÂNIO, TAMANHO: SOB MEDIDA, MODELO: TIPO CAPACETINHO",1,"628988 | IMOBILIZADOR (ÓRTESE), TIPO: P/ ASSIMETRIA CRÂ [P13425]"
"629065 | SERINGA, MATERIAL: POLIPROPILENO, CAPACIDADE: 1 ML, TIPO BICO: BICO CENTRAL LUER LOCK OU SLIP, TIPO VEDAÇÃO: ÊMBOLO DE BORRACHA, ADICIONAL: GRADUADA (ESCALA ML), NUMERADA, TIPO AGULHA: C/ AGULHA 26 G X 1/2&#34;, COMPONENTE ADICIONAL: C/ SISTEMA SEGURANÇA SEGUNDO NR/32, ESTERILIDADE: ESTÉRIL, DESCARTÁVEL, APRESENTAÇÃO: EMBALAGEM INDIVIDUAL","629065 | SERINGA, MATERIAL: POLIPROPILENO, CAPACIDADE: 1 ML, TIPO BICO: BICO CENTRAL LUER LOCK OU SLIP, TIPO VEDAÇÃO: ÊMBOLO DE BORRACHA, ADICIONAL: GRADUADA (ESCALA ML), NUMERADA, TIPO AGULHA: C/ AGULHA 26 G X 1/2&#34;, COMPONENTE ADICIONAL: C/ SISTEMA SEGURANÇA SEGUNDO NR/32, ESTERILIDADE: ESTÉRIL, DESCARTÁVEL, APRESENTAÇÃO: EMBALAGEM INDIVIDUAL",2,"629065 | SERINGA, MATERIAL: POLIPROPILENO, CAPACIDADE:  [P13426]"
"629292 | ABAIXADOR DE LÍNGUA, BRUENINGS, AÇO INOXIDÁVEL, CERCA DE 19 CM,ESTERILIZÁVEL","629292 | ABAIXADOR DE LÍNGUA, BRUENINGS, AÇO INOXIDÁVEL, CERCA DE 19 CM,ESTERILIZÁVEL",2,"629292 | ABAIXADOR DE LÍNGUA, BRUENINGS, AÇO INOXIDÁVEL [P13427]"
"629304 | ABAIXADOR DE LÍNGUA, MADEIRA LISA, POLIDA, C/ BORDA ARREDONDADA, CERCA DE 14 CM, NÃO ESTÉRIL, USO ÚNICO, EMBALAGEM INDIVIDUAL","629304 | ABAIXADOR DE LÍNGUA, MADEIRA LISA, POLIDA, C/ BORDA ARREDONDADA, CERCA DE 14 CM, NÃO ESTÉRIL, USO ÚNICO, EMBALAGEM INDIVIDUAL",6,"629304 | ABAIXADOR DE LÍNGUA, MADEIRA LISA, POLIDA, C/  [P13428]"
"629305 | ABAIXADOR DE LÍNGUA, MADEIRA LISA, POLIDA, C/ BORDA ARREDONDADA, CERCA DE 14 CM, NÃO ESTÉRIL, USO ÚNICO","629305 | ABAIXADOR DE LÍNGUA, MADEIRA LISA, POLIDA, C/ BORDA ARREDONDADA, CERCA DE 14 CM, NÃO ESTÉRIL, USO ÚNICO",7,"629305 | ABAIXADOR DE LÍNGUA, MADEIRA LISA, POLIDA, C/  [P13429]"
"629308 | SULFAMETOXAZOL, COMPOSIÇÃO: ASSOCIADO &#192; TRIMETOPRIMA, CONCENTRAÇÃO: 200 MG + 40 MG, FORMA FARMACÊUTICA: SUSPENSÃO ORAL","629308 | SULFAMETOXAZOL, COMPOSIÇÃO: ASSOCIADO &#192; TRIMETOPRIMA, CONCENTRAÇÃO: 200 MG + 40 MG, FORMA FARMACÊUTICA: SUSPENSÃO ORAL",1,"629308 | SULFAMETOXAZOL, COMPOSIÇÃO: ASSOCIADO &#192; T [P13430]"
